10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017,Gender_f,Gender_m,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,CollegeTier_1,CollegeTier_2
79.8,62.0,63.9,625,505,445,0.377551419424541,375,0,0,0,0,0,0,0.8192,0.9688,-1.2511,-0.2902,0.5024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
50.6,82.8,69.16,385,355,345,0.342314899911815,365,0,0,0,0,0,0,-0.4173,0.1888,-0.1988,0.884829999999999,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
83.0,96.2,74.26,505,415,535,0.824666400671332,0,400,0,0,0,313,0,0.8192,0.9688,0.0552,-0.5253,0.8183,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
90.83,88.77,72.6,675,685,585,0.990008756723898,655,0,0,0,0,0,0,-0.7264,0.0328,-1.6502,-0.8778,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
76.8,83.6,84.8,665,570,690,0.842248322257836,395,0,469,0,0,0,0,-1.0208,-0.7866,-1.2196,0.2727,-0.8608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
72.0,70.0,78.0,430,400,235,0.21678548596901,325,0,0,0,0,0,0,-0.5899,-0.9531,-0.7585,-0.7415,-1.8189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
90.0,96.0,74.39,555,495,590,0.670743151433127,455,0,0,0,0,0,0,-0.4463,0.0459,-0.4511,0.0192,-0.4776,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
87.0,78.0,68.0,435,385,365,0.376059586651545,335,300,0,0,0,0,0,-0.7264,0.3448,1.1074,-1.1128,0.1864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
93.0,97.0,80.5,585,655,735,0.538386892985096,455,333,0,0,0,0,0,-0.880999999999999,1.1248,-2.9565,-0.78967,-1.2354,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
84.0,71.0,64.0,475,470,415,0.0,0,0,0,0,0,0,0,0.2718,-0.2871,0.6248,2.301,-0.6692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
81.0,74.0,76.0,510,605,680,0.338786347219528,485,292,0,0,0,0,0,0.99,-0.4536,0.6248,-1.7556,0.6721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
75.6,83.2,71.1,475,460,530,0.744758354008939,405,0,438,0,0,0,0,1.2772,1.5444,1.8543,1.0333,1.247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
82.0,73.0,63.0,485,355,555,0.0,0,0,0,0,0,0,0,0.0464,-0.2793,-0.344,-0.1727,-0.4455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
87.4,83.0,71.0,645,485,544,0.0,355,0,0,0,0,0,0,0.51,0.5008,0.672,0.0623,0.6603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
90.8,82.2,75.0,580,545,530,0.755375120895548,0,0,0,446,0,0,0,0.1282,0.5454,1.547,-0.7415,0.4805,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
55.0,74.0,81.0,385,395,295,0.356536487724475,395,0,346,0,0,0,0,1.2772,1.2114,0.9322,-0.6147,1.247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
90.8,84.8,67.87,545,565,525,0.0,525,0,0,0,0,0,0,0.99,1.0449,0.3174,-0.6147,0.4805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
71.0,58.0,58.0,505,545,485,0.376059586651545,0,300,0,0,0,0,0,0.2009,1.4368,0.5269,-0.7603,0.8973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
62.0,70.0,74.0,335,425,455,0.901489571371033,545,0,0,0,0,0,0,0.5591,-0.2871,0.1637,0.5262,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
79.8,90.7,68.47,435,335,405,0.143256541032196,295,300,0,366,0,0,340,0.3555,-0.1232,0.0914,0.7673,-0.7615,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
80.4,75.6,71.0,465,455,620,0.0409993103614119,0,0,223,0,0,0,0,1.4208,0.3789,0.1637,-0.4879,1.4386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
80.13,69.17,60.34,590,440,385,0.996744486852253,475,0,623,0,0,0,0,-0.5899,-0.6201,0.4711,-0.3612,-0.2859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
81.67,69.0,89.2,455,655,595,0.538386892985096,0,333,0,0,0,0,0,-0.4173,0.6568,0.5269,0.8848,-0.1295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
83.2,80.33,63.0,615,595,565,0.670743151433127,455,0,0,0,0,0,0,-1.4992,0.0328,-0.1988,0.1798,0.0284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
94.0,84.4,77.5,640,610,590,0.998876108102859,615,0,653,0,0,0,0,0.2718,0.5454,-0.4511,-1.3753,0.0973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
83.0,73.0,61.85,545,580,500,0.911395278391328,435,0,500,0,0,0,0,0.1282,0.7119,0.7785,-0.7415,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
70.0,61.0,67.6,605,580,655,0.356536487724475,0,0,346,0,0,0,0,1.5644,0.8784,1.2396,-2.643,0.0973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
79.6,79.04,84.4,405,565,555,0.0,0,0,0,0,0,0,0,0.6646,1.3198,-1.7954,-0.4078,-0.4455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
65.0,62.0,68.0,335,470,415,0.600057182338341,435,0,0,0,0,0,0,-1.4517,-0.1206,0.4711,2.0475,0.4805,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
79.4,60.2,72.0,510,570,735,0.842248322257836,475,0,469,0,0,0,0,0.8463,0.3789,-1.8344,-0.7415,0.0973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
87.6,81.4,97.3,675,635,675,0.654107474545933,0,0,0,420,0,0,0,-1.6538,-0.5913,0.2366,-0.1727,0.5024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
74.0,84.4,74.49,545,525,615,0.444617716881577,435,356,0,0,393,0,0,-0.1082,-0.5913,-0.9245,0.2973,-0.6035,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
66.0,63.4,70.7,570,595,530,0.488347976782714,405,0,0,0,0,0,0,0.5591,0.3789,-0.6048,1.4136,-0.0943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
77.0,73.0,78.0,475,505,525,0.0,0,0,376,0,0,0,0,-0.159,0.7119,-0.2974,-0.8682,0.0973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
91.0,84.0,76.0,675,415,735,0.910770164246022,0,433,0,0,0,0,0,0.3555,0.8128,-0.6343,-0.4078,0.5419,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
74.0,76.44,70.0,475,535,530,0.843123726665742,515,0,0,0,0,0,0,1.7081,1.2114,1.3933,0.5262,0.4805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
95.0,85.0,67.0,535,510,485,0.193768441980019,375,0,0,0,324,0,0,0.8463,0.7119,0.01,-2.2627,1.0554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
64.6,59.8,69.02,430,460,415,0.622642915849938,455,0,407,0,0,0,0,-0.8772,-2.1186,0.1637,0.653,-3.3518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
71.5,64.5,63.42,675,530,560,0.622642915849938,435,0,407,0,0,0,0,0.2718,0.8784,-0.4511,-1.6289,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
81.14,76.4,69.2,595,460,595,0.783303536670298,0,388,0,0,0,0,0,1.1336,0.3789,1.2396,-0.8682,1.0554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
74.8,71.2,81.0,555,570,560,0.910770164246022,0,433,0,0,0,0,0,0.99,0.5454,0.7785,-0.995,-0.2859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
90.0,71.5,76.5,554,695,685,0.0311496919097185,425,0,0,0,0,196,0,0.5591,1.2114,0.6248,-2.2627,-0.2859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
84.6,80.4,72.81,464,585,515,0.704090412131314,465,0,0,0,0,0,0,-1.1901,-0.5523,-0.4891,-0.5253,-2.1833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
91.2,70.0,70.8,605,525,370,0.0,0,0,0,0,0,0,0,1.2772,1.3779,-0.6048,-0.7415,0.4805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
82.0,89.0,64.0,535,505,535,0.0,465,0,315,0,0,0,0,0.7027,1.2114,0.6248,0.1459,0.2889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
72.4,73.4,68.25,485,625,655,0.819416529835888,505,0,0,0,0,0,0,-0.2628,-0.1232,0.8171,0.5323,0.0284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
72.16,66.4,69.22,520,435,545,0.0233121682429863,0,166,0,0,0,0,0,1.2772,0.0459,0.9322,-1.1218,1.247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
87.04,81.66,65.8,625,665,405,0.538386892985096,0,333,0,0,0,340,0,0.3555,1.2808,0.0914,0.1798,0.8183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
61.0,77.0,66.0,464,535,225,0.450876584483451,395,233,0,260,0,0,260,0.0464,0.3448,0.672,0.7673,-0.1295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
76.4,76.0,72.0,485,500,485,0.843123726665742,515,0,0,0,0,0,0,0.2009,1.5538,-0.7068,-0.4078,0.5024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
67.0,66.6,71.0,555,495,340,0.704090412131314,465,0,0,0,0,0,0,1.4208,1.5444,0.01,1.0333,0.8637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
78.4,58.4,76.5,545,535,605,0.986525019020638,0,0,0,580,0,0,0,-0.3027,1.5444,0.3174,1.5404,0.8637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
79.8,73.8,63.59,475,535,620,0.744758354008939,535,0,438,0,0,0,0,-1.0208,-0.2871,0.6248,-0.3612,0.8637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
62.0,75.0,70.0,445,445,615,0.535862819499896,0,0,0,393,0,0,0,-0.5719,0.8128,-0.6343,-0.8778,-0.1295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
75.0,88.0,65.0,395,485,405,0.124502074009537,0,233,0,0,0,313,0,-1.0355,-0.5523,0.0552,-0.64277,-0.9194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
85.4,76.2,83.69,765,620,500,0.649389714846691,0,356,0,0,0,366,0,1.8517,1.0449,0.6248,-1.8824,0.6721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
76.0,69.0,67.1,485,415,455,0.0409993103614119,555,0,223,0,0,0,0,-0.7335,-0.1206,0.3174,0.7798,-0.2859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
77.0,78.0,75.03,500,545,665,0.842248322257836,485,0,469,0,0,0,0,-1.4517,-0.6201,-1.8344,-0.1076,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
71.6,64.4,71.02,475,520,485,0.486747008438193,405,0,376,0,0,0,0,-1.4517,0.3789,-0.4511,1.9207,0.0973,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
67.0,62.0,69.9,520,475,265,0.488347976782714,405,0,0,0,0,0,0,-1.4517,-0.7866,-1.2196,2.301,0.2889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
88.64,65.16,74.81,465,645,505,0.901489571371033,545,0,0,0,0,0,0,1.4374,1.2808,-0.4891,-1.46537,0.5419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
89.0,95.0,68.0,360,450,635,0.376059586651545,0,300,0,0,0,0,0,-0.5332,0.5008,0.3817,0.4442,0.5024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
81.6,87.9,77.4,555,465,605,0.694479327708463,375,366,0,0,0,393,0,1.4208,0.8784,-0.4511,-2.2627,0.0973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
92.0,93.8,84.0,545,460,475,0.793580614548506,495,0,0,0,0,0,0,0.99,0.5454,1.3933,-1.2486,0.0973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
64.0,61.0,72.0,345,335,275,0.245455659999829,335,0,0,0,0,0,0,-0.4173,0.3448,-0.1988,0.17983,-0.0506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
82.0,94.6,81.56,525,605,740,0.0,395,0,0,0,0,0,0,-0.4463,0.3789,1.547,-0.6147,0.2889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
80.5,89.6,70.2,475,395,430,0.916869961103619,555,0,0,0,0,0,0,0.5591,0.0459,0.4711,-1.1218,-0.8608,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
87.2,70.0,62.0,520,440,435,0.338786347219528,0,292,407,0,0,340,0,0.2718,1.0449,-0.2974,-1.7556,0.6721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
82.56,81.66,73.56,520,525,455,0.655766942617211,0,356,0,0,0,366,0,-0.4463,-0.6201,0.1637,1.0333,1.0554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
91.6,90.2,74.0,615,610,680,0.978799292641428,495,0,561,0,0,0,0,0.2718,0.8784,-1.6807,1.0333,0.6721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
77.2,72.46,62.0,395,365,305,0.304510913720196,315,0,0,340,0,0,0,0.51,0.1888,1.2525,1.3549,0.0284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
90.01,82.83,76.0,465,370,450,0.842248322257836,445,0,469,0,0,0,0,1.7081,0.7119,0.3174,-0.995,0.2889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
63.66,59.0,71.0,675,415,500,0.610611987546704,0,333,0,0,433,0,0,-0.7651,1.1248,1.2525,0.3561,0.1864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
78.4,57.8,75.89,435,394,324,0.670743151433127,455,0,0,0,0,0,0,0.6646,-1.0593,-1.0697,0.8848,0.1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
57.0,55.0,60.0,395,270,295,0.0,0,0,0,0,0,0,0,0.8463,1.0449,-1.2196,0.7798,-0.0943,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
65.17,70.2,65.66,335,395,455,0.525922584252055,415,0,0,0,0,0,0,0.1623,-0.4353,0.9623,1.32552999999999,0.1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
87.0,92.5,75.64,570,645,870,0.985461394326131,415,500,0,0,553,0,0,0.7027,-0.1206,-0.1437,-2.0092,-1.4356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
62.0,60.2,70.0,310,495,500,0.694479327708463,395,366,0,0,0,393,0,-1.4517,1.7109,-0.4511,-0.4879,-0.2859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
